Reference,sold,좋아요,URL,Online since,Categories,Category,Sub-category,Designer,Condition,Material,Colour,Location,사이즈,크기,Style,Details_explanation,정상가,할인가
20913504,재고있음,47,http://dk.vestiairecollective.com/women-bags/handbags/louis-vuitton/yellow-cloth-louis-vuitton-handbag-20913504.shtml,2022-02-09,Women,Bowling bags,Bags,Louis Vuitton,Good condition,Cloth,Yellow,"France, from the seller MytheresaXVestiaireCollective",,"Width 15.7 in, Height 7.9 in",,"SS 2008 collection, Louis Vuitton X Richard Prince. Multicoloured signature painted vinyl coated denim Defile Weekender GM Pulp Bag with mustard yellow leather and gold tone color brass details. Hand or shoulder handles. Double puller zip closure, padlock and its keys, adress tag. Mustard yellow jacquard woven signature pattern lining. Large slip pocket and two small pockets on sides. With dustbag. 20x40x14cm, handle length 41cm. Note: brown marks on the leather (front  zipped pocket, address label, keys clochette..., patinated handles and corners, marks on the coated denim especially the top front. The lining is clean. Light friction marks on the padlock.",£614.87,£614.87
20913429,재고있음,60,http://dk.vestiairecollective.com/women-bags/handbags/prada/multicolour-synthetic-prada-handbag-20913429.shtml,2022-02-09,Women,Handbags,Bags,Prada,Never worn,Synthetic,Multicolour,"France, from the seller MytheresaXVestiaireCollective",,"Width 13.8 in, Height 17.7 in",,"GM bag in black and yellow printed nylon mesh. Polyamide, calfskin. Two handles. Cord. Enamel triangular logo. Worn sleeve or shoulder. 35x45cm. With dustbag, booklet and map.","£1,050.22","£1,050.22"
20913393,재고있음,172,http://dk.vestiairecollective.com/women-bags/handbags/prada/camel-wicker-prada-handbag-20913393.shtml,2022-02-09,Women,Handbags,Bags,Prada,Very good condition,Wicker,Camel,"France, from the seller MytheresaXVestiaireCollective",,"Width 16.1 in, Height 11.4 in",,GM bag in camel raffia with a tricolor pattern on the top with black handles. Silver metal details. Black and silver signature triangle plate. High sides adjustable with press studs. Detachable shoulder strap in suede and black grosgrain 85cm. Interior in black canvas. Zipped interior and two patch pockets. With booklet. Without packaging. 29x41x26cm. Note: slight small mark at the top of the right side.,£780.93,£780.93
20913520,재고있음,11,http://dk.vestiairecollective.com/women-clothing/dresses/louis-vuitton/black-wool-louis-vuitton-dress-20913520.shtml,2022-02-09,Women,Mini,Clothing,Louis Vuitton,Good condition,Wool,Black,"France, from the seller MytheresaXVestiaireCollective",36 FR,,,"Black textured crepe wrap mini dress with a gold beaded brooch and solver on the draped shoulder. Short raglan sleeves, small zipper on the back. Unlined. Faded composition label, estimated: wool. Note: slight traces of deodorant on the inside of the armholes, under the front yoke and on the bottom of the front.",£219.92,£219.92
20913305,재고있음,17,http://dk.vestiairecollective.com/women-shoes/trainers/gucci/gold-glitter-falacer-gucci-trainers-20913305.shtml,2022-02-09,Women,Shoes,Trainers,Gucci,Never worn,Glitter,Gold,"France, from the seller MytheresaXVestiaireCollective",41 IT,,,"Falacer low-top lace-up sneakers in wavy pattern in gold, red, blue and silver sequins with detachable crystal rhinestone hearts. Gold, blue and red leather details. Signature bee embroidered on the heels. Nude leather lining. Size 41. With dustbags.",£574.48,£574.48
20914928,재고있음,18,http://dk.vestiairecollective.com/women-shoes/sandals/hermes/camel-suede-oran-hermes-sandals-20914928.shtml,2022-02-08,Women,Sandals,Shoes,Hermès,Very good condition,Suede,Camel,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Camel fur and suede flat sandals. Model: Orange. Size: 40. Lightly worn insoles, slightly worn outsoles. Made in Italy. Box and dustbag included.",£960.46,£960.46
20892584,재고있음,17,http://dk.vestiairecollective.com/women-clothing/coats/prada/khaki-synthetic-prada-coat-20892584.shtml,2022-02-08,Women,Puffer,Clothing,Prada,Very good condition,Synthetic,Khaki,"France, from the seller MytheresaXVestiaireCollective",44 IT,,,"Khaki hooded puffer with long sleeves. Year: 2011. Size: 44. Total length: 69 cm. Fur details collar, a main zip fastening on the front, zipped pocket, fully lined and padded. An interior zipped pocket. A non removable hood with a non removable fur trim. Composition tag: Outershell: 100% nylon PU resin coated, padding: down and white eiderdown, lining: 100% nylon PU resin coated, hood trimming: 100% natural northern raccoon fur. Made in Italy. Few loose threads on the fabric.",£255.82,£255.82
20892077,재고있음,15,http://dk.vestiairecollective.com/women-clothing/coats/moncler/anthracite-polyester-long-moncler-coat-20892077.shtml,2022-02-08,Women,Puffer,Clothing,Moncler,Good condition,Polyester,Anthracite,"France, from the seller MytheresaXVestiaireCollective",3 0-5,,,"Nantes long hooded down jacket in deep anthracite gray with gold metal details. Drawstring at the hood, double-pull zip closure, zipped pockets. 89% polyester, 11% nylon, 100% polyamide lining, feather padding. Size label 3. Length 92cm. Note: the zip and the pull tab have been changed (no Moncler signature), friction marks on the buckle of the belt, tiny threads pulled on the left sleeve at the top, tiny and light marks barely visible on the middle front and the edge of the wrists.",£269.29,£269.29
20892840,재고있음,27,http://dk.vestiairecollective.com/women-clothing/tops/fendi/brown-cotton-fendi-top-20892840.shtml,2022-02-08,Women,T-shirts,Clothing,Fendi,Very good condition,Cotton,Brown,"France, from the seller MytheresaXVestiaireCollective",M International,,,Fendi brown asymmetrical monogram t-shirt. Black rounded collar. Small slit on the sides. No lining. Size: M International. Dimensions: L 70 cm. Composition: 94% cotton - 6% elastane. Made in Italy.,£350.07,£350.07
20892111,재고있음,31,http://dk.vestiairecollective.com/women-clothing/tops/celine/blue-cotton-celine-top-20892111.shtml,2022-02-08,Women,Shirts,Clothing,Celine,Very good condition,Cotton,Blue,"France, from the seller MytheresaXVestiaireCollective",36 FR,,,"White cotton shirt with thin blue stripes. Wing collar, button closure on the front, buttons on the cuffs, pleated effect on the button placket. Longer at the back. Size 36 Fr, front length 76cm, back length 86cm. 100% Cotton.",£184.01,£184.01
20915062,재고있음,27,http://dk.vestiairecollective.com/women-clothing/dresses/isabel-marant/white-cotton-isabel-marant-dress-20915062.shtml,2022-02-08,Women,Mini,Clothing,Isabel Marant,"Never worn, with tag",Cotton,White,"France, from the seller MytheresaXVestiaireCollective",42 FR,,,"White embroidered mini dress. Model: Timoria. Size: 42. Total length: 77 cm. Elasticated Bardot collar. Fully lined, an invisible side zip fastening, absence of pockets. Composition tag: 100% cotton.",£94.25,£94.25
20913134,재고있음,18,http://dk.vestiairecollective.com/women-clothing/biker-jackets/saint-laurent/black-leather-saint-laurent-biker-jacket-20913134.shtml,2022-02-08,Women,Clothing,Leather jackets,Saint Laurent,Never worn,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",42 FR,,,Short black leather jacket with snap button closure. Two front pockets with press studs. Black satin lining. Size: 42 FR. Dimensions: L 47 cm. Made in Italy. Composition: 100% leather - Lining: 55% cupro - 45% cotton.,£834.79,£834.79
20892776,재고있음,20,http://dk.vestiairecollective.com/women-shoes/trainers/fendi/multicolour-cloth-fendi-trainers-20892776.shtml,2022-02-08,Women,Shoes,Trainers,Fendi,Very good condition,Cloth,Multicolour,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,Fendi multicolored track sneakers. Mesh and suede insert. Black tab. Small Fendi flocking on the sides. Lightweight mesh tongue. Rubber midsoles and outsoles. Black soles. Size: 37 EU. Made in Italy. Note: Traces of use on the soles and rubbing on the side of the left shoe. Small signs of discoloration on the sides.,£498.18,£498.18
21224213,재고있음,1,http://dk.vestiairecollective.com/women-clothing/biker-jackets/balenciaga/black-leather-balenciaga-biker-jacket-21224213.shtml,2022-03-03,Women,Clothing,Leather jackets,Balenciaga,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",42 FR,,,"2014, black leather biker jacket with silver colored brass fittings. Zipped closure, pockets and cuffs. Shoulder pads, lining. Size label 42. Length 58cm. 100% leather, viscose lining. Note: slightly patinated leather set, especially on the wrists. Small slight mark on the top of the collar and on the back of the left sleeve.",£911.09,£911.09
21220859,재고있음,2,http://dk.vestiairecollective.com/women-clothing/skirts/balmain/black-wool-balmain-skirt-21220859.shtml,2022-03-03,Women,Mini,Clothing,Balmain,Very good condition,Wool,Black,"France, from the seller MytheresaXVestiaireCollective",34 FR,,,"Black low waisted mini skirt. Size: 34. Total length: 34 cm, waist width: 38 cm. Decorative pockets, stitched waistband, fully lined, back zip fastening, belt loops. The belt is not removable. Composition label: 100% wool, body lining: 52% viscose, 48% cotton, pocket lining: 52% viscose, 48% cotton. Slight perfume smell.",£484.72,£484.72
21220841,재고있음,3,http://dk.vestiairecollective.com/women-shoes/ankle-boots/gianvito-rossi/red-cloth-gianvito-rossi-ankle-boots-21220841.shtml,2022-03-03,Women,Others,Shoes,Gianvito Rossi,Never worn,Cloth,Red,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Red lace pointed toe heeled ankle boots. Model: Brinn. Size: 37. Heel height: 10.5 cm. Material: Canvas, suede and leather. Elasticated at the top ankles. Leather insoles and outsoles that are clean and unworn. Made in Italy. Box, spare heels and dustbag included.",£134.64,£134.64
21220526,재고있음,2,http://dk.vestiairecollective.com/women-bags/handbags/prada/brown-leather-prada-handbag-21220526.shtml,2022-03-03,Women,Shoulder bags,Bags,Prada,Good condition,Leather,Brown,"France, from the seller MytheresaXVestiaireCollective",,"Width 15.4 in, Height 15.4 in",,"Brown grained leather shoulder bag with golden brass. Two straps, adjustable and removable 100cm long strap. Magnetic closure. Monogram pattern woven lining in black. Inside zipped and patch pockets. 39x39cm. Without packaging. To note; patinated corners and edges, slightly discolored leather on the upper back, patinated shoulder strap, small marks on the brass.",£246.85,£246.85
21219872,재고있음,3,http://dk.vestiairecollective.com/women-shoes/flats/gucci/pink-suede-gucci-flats-21219872.shtml,2022-03-03,Women,Shoes,Flats,Gucci,Very good condition,Suede,Pink,"France, from the seller MytheresaXVestiaireCollective",37.5 IT,,,Pink suede loafers. Web band on the top. Leather inside. Rubber soles. Made in Italy. Size 37.5 IT. Dust bag included. Note: Wear marks on the outsoles. Slight marks on the suede.,£139.13,£139.13
21219722,재고있음,5,http://dk.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-capucines-louis-vuitton-handbag-21219722.shtml,2022-03-03,Women,Handbags,Bags,Louis Vuitton,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 14.2 in, Height 9.1 in",,"2017, GM Capucines handbag in black grained leather. Black, gray and ivory python leather handle. Silver colored brass fittings. Interior in smooth black leather. Double compartments with a central zipped pocket. Interior patch pocket. 23x36x14cm, sleeve length 40cm. With dust bag. Note: rubbing marks here and there as above, sides. Slightly weathered corners. Slight small marks on the top inside, little dust.","£3,244.91","£3,244.91"
